BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2019;Audit;Cris Gaut;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Cris Gaut joined this role in 01 Oct 2017;10844;Yes;61172
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2019;Audit;Janet Clark;Chairwoman / Financial Expert;CFO(1);Independent Director;Yes;Janet Clark joined this role in Feb 2015;10844;Yes;183693
EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999);EOG;01/12/2019;Audit;Janet Clark;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Janet Clark joined this role in Feb 2015;10844;Yes;183693
EQUIFAX INC;EFX;01/12/2019;Audit;John McKinley Jr;Financial Expert;;Independent Director;Yes;John McKinley Jr joined this role in 04 May 2017;10896;Yes;34085
EQUIFAX INC;EFX;01/12/2019;Audit;Scott McGregor;Financial Expert;;Independent Director;Yes;Scott McGregor joined this role in 03 May 2018;10896;Yes;34806
EQUIFAX INC;EFX;01/12/2019;Audit;Tom Hough;Chair/Financial Expert;;Independent Director;Yes;Tom Hough joined this role in 03 May 2018;10896;Yes;797222
EQUIFAX INC;EFX;01/12/2019;Audit;Elane Stock;Financial Expert;;Independent Director;Yes;Elane Stock joined this role in 03 May 2018;10896;Yes;1082123
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;Doctor Phil Behrman;Member;;Independent Director;Yes;Doctor Phil Behrman departed in 10 Jul 2019;10909;Yes;50731
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;James McManus II;Financial Expert;;Independent Director;Yes;James McManus II joined this role in 10 Jul 2019;10909;Yes;204737
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;Bill Lambert;Member;;Director - SD;Yes;Bill Lambert departed in 10 Jul 2019;10909;Yes;205996
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;Lee Canaan;Financial Expert;;Independent Director;Yes;Lee Canaan joined this role in 10 Jul 2019;10909;Yes;341010
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;Steve Thorington;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Steve Thorington joined this role in 10 May 2011;10909;Yes;370042
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;Jerry MacCleary;Member;;Director - SD;Yes;Jerry MacCleary departed in 10 Jul 2019;10909;Yes;1198830
EQT CORP (Equitable Resources Inc prior to 02/2009);EQT;01/12/2019;Audit;Hallie Vanderhider;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Hallie Vanderhider joined this role in 10 Jul 2019;10909;Yes;1307938
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Linda Bynoe;Financial Expert;;Independent Trustee;Yes;Linda Bynoe joined this role in 13 Jun 2013;10928;Yes;141056
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Gerald Spector;Financial Expert;;Independent Vice Chairman;Yes;Gerald Spector departed in 27 Jun 2019;10928;Yes;141083
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Connie Duckworth;Member;;Independent Trustee;Yes;Connie Duckworth departed in 27 Jun 2019;10928;Yes;333954
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Steve Sterrett;Financial Expert;Senior Executive VP/CFO(1);Independent Trustee;Yes;Steve Sterrett joined this role in 27 Jan 2015;10928;Yes;456453
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Jack Neal;Chair/Financial Expert;;Independent Trustee;Yes;Jack Neal joined this role in Mar 2009;10928;Yes;492972
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Ray Bennett;Member;;Independent Trustee;Yes;Ray Bennett joined this role in 31 Oct 2018;10928;Yes;1077485
EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002);EQR;01/12/2019;Audit;Tahsinul Huque;Member;;Independent Trustee;Yes;Tahsinul Huque joined this role in 20 Nov 2019;10928;Yes;1248297
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;Joe Sclafani;Member;;Independent Director;Yes;Joe Sclafani departed in 09 May 2019;11117;Yes;37066
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;Joe Sclafani;Member;;Independent Director;Yes;Joe Sclafani departed in 09 May 2019;11117;Yes;37066
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;Richard Carbone;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;Richard Carbone;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;Richard Carbone;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;Richard Carbone;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Richard Carbone joined this role in 10 May 2018;11117;Yes;39991
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;Donna Weaver;Member;;Independent Director;Outside;Donna Weaver joined this role in 23 Apr 2003;11117;Yes;91522
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;Donna Weaver;Member;;Independent Director;Outside;Donna Weaver joined this role in 23 Apr 2003;11117;Yes;91522
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;Kevin Kabat;Member;;Lead Independent Director;Yes;Kevin Kabat joined this role in 09 May 2019;11117;Yes;203640
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;Kevin Kabat;Member;;Lead Independent Director;Yes;Kevin Kabat joined this role in 09 May 2019;11117;Yes;203640
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;James Lam;Member;;Independent Director;Yes;James Lam joined this role in 14 Nov 2012;11117;Yes;1279174
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;James Lam;Member;;Independent Director;Yes;James Lam joined this role in 14 Nov 2012;11117;Yes;1279174
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETFC;01/12/2019;Audit;Bob Chersi;Financial Expert;CFO(2);Independent Director;Yes;Bob Chersi joined this role in 01 Jan 2019;11117;Yes;1391493
E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020);ETRA;01/12/2019;Audit;Bob Chersi;Financial Expert;CFO(2);Independent Director;Yes;Bob Chersi joined this role in 01 Jan 2019;11117;Yes;1391493
EXELON CORP;EXC;01/12/2019;Audit;Professor Doctor Paul Joskow;Financial Expert;;Independent Director;Yes;Professor Doctor Paul Joskow joined this role in 23 Jul 2007;11376;Yes;12330
EXELON CORP;EXC;01/12/2019;Audit;Laurie Brlas;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Laurie Brlas joined this role in 04 Dec 2018;11376;Yes;183308
EXELON CORP;EXC;01/12/2019;Audit;Ann Berzin;Financial Expert;;Independent Director;Yes;Ann Berzin joined this role in 12 Mar 2012;11376;Yes;201750
EXELON CORP;EXC;01/12/2019;Audit;Admiral Rich Mies;Financial Expert;;Independent Director;Yes;Admiral Rich Mies departed in 30 Apr 2019;11376;Yes;591947
EXELON CORP;EXC;01/12/2019;Audit;Tony Anderson;Chairman / Financial Expert;;Independent Director;Yes;Tony Anderson joined this role in 21 Oct 2014;11376;Yes;994959
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2019;Audit;Alain Monié;Member;;Independent Director;Yes;Alain Monié joined this role in 02 May 2017;11401;Yes;377735
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2019;Audit;Bob Carlile;Financial Expert;;Independent Director;Yes;Bob Carlile joined this role in 07 May 2019;11401;Yes;763636
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2019;Audit;Tay Yoshitani;Member;;Independent Director;Yes;Tay Yoshitani departed in 07 May 2019;11401;Yes;764972
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2019;Audit;Jim DuBois;Member;;Independent Director;Yes;Jim DuBois joined this role in 03 May 2016;11401;Yes;1360492
EXPEDITORS INTERNATIONAL OF WASHINGTON INC;EXPD;01/12/2019;Audit;Richard McCune;Chairman / Financial Expert;;Independent Director;Yes;Richard McCune joined this role in 04 Aug 2014;11401;Yes;1452288
EXXON MOBIL CORP;XOM;01/12/2019;Audit;Bill Weldon;Financial Expert;;Independent Director;Yes;Bill Weldon joined this role in 31 May 2017;11430;Yes;31226
EXXON MOBIL CORP;XOM;01/12/2019;Audit;Ursula Burns;Chairman / Financial Expert;;Independent Director;Yes;Ursula Burns joined this role in 31 May 2017;11430;Yes;36098
EXXON MOBIL CORP;XOM;01/12/2019;Audit;Doug Oberhelman;Financial Expert;VP/CFO(1);Independent Director;Yes;Doug Oberhelman joined this role in 27 May 2015;11430;Yes;41541
FASTENAL CO;FAST;01/12/2019;Audit;Darren Jackson;Financial Expert;VP/CFO(1);Independent Director;Yes;Darren Jackson joined this role in 22 Apr 2014;11608;Yes;46401
FASTENAL CO;FAST;01/12/2019;Audit;Mike Dolan;Chairman / Financial Expert;;Independent Director;Yes;Mike Dolan joined this role in 14 Jun 2000;11608;Yes;69847
FASTENAL CO;FAST;01/12/2019;Audit;Rita Heise;Member;;Independent Director;Yes;Rita Heise joined this role in 05 Feb 2019;11608;Yes;830437
FASTENAL CO;FAST;01/12/2019;Audit;Mike Ancius;Financial Expert;VP/CFO(1);Independent Director;Yes;Mike Ancius joined this role in 05 Feb 2019;11608;Yes;834170
FASTENAL CO;FAST;01/12/2019;Audit;Steve Eastman;Member;;Independent Director;Yes;Steve Eastman departed in 04 Feb 2019;11608;Yes;988260
FASTENAL CO;FAST;01/12/2019;Audit;Dan Johnson;Member;;Independent Director;Yes;Dan Johnson departed in 04 Feb 2019;11608;Yes;1456752
FIRSTENERGY CORP;FE;01/12/2019;Audit;Paul Addison;Financial Expert;;Independent Director;Yes;Paul Addison departed in 21 May 2019;11964;Yes;48191
FIRSTENERGY CORP;FE;01/12/2019;Audit;Mike Anderson Sr;Chairman / Financial Expert;;Independent Director;Yes;Mike Anderson Sr joined this role in 21 May 2019;11964;Yes;201238
FIRSTENERGY CORP;FE;01/12/2019;Audit;Jim O'Neil III;Chairman / Financial Expert;;Independent Director;Yes;Jim O'Neil III departed in 21 May 2019;11964;Yes;496614
FIRSTENERGY CORP;FE;01/12/2019;Audit;Doctor Sandy Pianalto;Financial Expert;;Independent Director;Yes;Doctor Sandy Pianalto joined this role in 21 May 2019;11964;Yes;994684
FIRSTENERGY CORP;FE;01/12/2019;Audit;Don Misheff;Financial Expert;;Independent Chairman;Yes;Don Misheff joined this role in 15 May 2018;11964;Yes;994727
FIRSTENERGY CORP;FE;01/12/2019;Audit;Leslie Turner;Member;;Independent Director;Yes;Leslie Turner joined this role in 19 Sep 2018;11964;Yes;1092895
FLIR SYSTEMS INC (De-listed 05/2021);FLIR;01/12/2019;Audit;Michael Smith;Financial Expert;Executive VP/CFO(1);Independent Director;Outside;Michael Smith joined this role in Jul 2018;12112;Yes;81777
FLIR SYSTEMS INC (De-listed 05/2021);FLIR;01/12/2019;Audit;Steve Wynne;Financial Expert;;Presiding Independent Director;Yes;Steve Wynne joined this role in 20 Apr 2018;12112;Yes;182939
FLIR SYSTEMS INC (De-listed 05/2021);FLIR;01/12/2019;Audit;Angus MacDonald;Chairman / Financial Expert;;Independent Director;Yes;Angus MacDonald joined this role in Jul 2018;12112;Yes;182941
FLIR SYSTEMS INC (De-listed 05/2021);FLIR;01/12/2019;Audit;Bob Tyrer;Financial Expert;;Independent Director;Yes;Bob Tyrer joined this role in Oct 2018;12112;Yes;274623
FLIR SYSTEMS INC (De-listed 05/2021);FLIR;01/12/2019;Audit;Cathy Halligan;Financial Expert;;Independent Director;Yes;Cathy Halligan joined this role in 20 Apr 2018;12112;Yes;1145170
FLOWSERVE CORP;FLS;01/12/2019;Audit;Rick Mills;Member;Finance Manager(1);Independent Director;Yes;Rick Mills joined this role in 22 May 2014;12153;Yes;203775
FLOWSERVE CORP;FLS;01/12/2019;Audit;Gayla Delly;Chairman / Financial Expert;;Independent Director;Yes;Gayla Delly departed in 23 May 2019;12153;Yes;205183
FLOWSERVE CORP;FLS;01/12/2019;Audit;John Friedery;Member;;Independent Director;Yes;John Friedery joined this role in 23 May 2019;12153;Yes;333095
FLOWSERVE CORP;FLS;01/12/2019;Audit;Joe Harlan;Member;;Independent Director;Yes;Joe Harlan joined this role in May 2017;12153;Yes;534432
FLOWSERVE CORP;FLS;01/12/2019;Audit;Doctor Sujeet Chand;Member;;Independent Director;Yes;Doctor Sujeet Chand joined this role in 12 Dec 2019;12153;Yes;595823
FLOWSERVE CORP;FLS;01/12/2019;Audit;Michael McMurray;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Michael McMurray joined this role in 23 May 2019;12153;Yes;1048120
FLOWSERVE CORP;FLS;01/12/2019;Audit;Michael McMurray;Chairman / Financial Expert;Finance Manager(1);Independent Director;Yes;Michael McMurray joined this role in 23 May 2019;12153;Yes;1048120
FLUOR CORP;FLR;01/12/2019;Audit;Doctor Nader Sultan;Member;;Independent Director;Yes;Doctor Nader Sultan departed in 12 Aug 2019;12159;Yes;10862
FLUOR CORP;FLR;01/12/2019;Audit;Matt Rose;Financial Expert;;Independent Director;Yes;Matt Rose joined this role in 30 Apr 2014;12159;Yes;35615
FLUOR CORP;FLR;01/12/2019;Audit;Alan Bennett;Financial Expert;CFO(1);Independent Director;Yes;Alan Bennett joined this role in 03 Nov 2011;12159;Yes;50466
FLUOR CORP;FLR;01/12/2019;Audit;Peter Barker;Chairman / Financial Expert;;Independent Director;Yes;Peter Barker joined this role in 30 Apr 2015;12159;Yes;52617
FLUOR CORP;FLR;01/12/2019;Audit;Lynn Swann;Member;;Independent Director;Yes;Lynn Swann departed in 05 Aug 2019;12159;Yes;202720
FLUOR CORP;FLR;01/12/2019;Audit;Deborah McWhinney;Member;;Independent Director;Yes;Deborah McWhinney joined this role in 03 May 2018;12159;Yes;486477
FLUOR CORP;FLR;01/12/2019;Audit;Admiral Sam Locklear III;Member;;Independent Director;Yes;Admiral Sam Locklear III departed in 11 Aug 2019;12159;Yes;1853385
FMC CORP;FMC;01/12/2019;Audit;G D'Aloia;Financial Expert;;Independent Director;Yes;G D'Aloia joined this role in 29 Apr 2014;12164;Yes;55811
FMC CORP;FMC;01/12/2019;Audit;Eddie Cordeiro;Chair/Financial Expert;CFO(1);Independent Director;Yes;Eddie Cordeiro joined this role in 29 Apr 2014;12164;Yes;328860
FMC CORP;FMC;01/12/2019;Audit;Eddie Cordeiro;Chair/Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Eddie Cordeiro joined this role in 29 Apr 2014;12164;Yes;328860
FMC CORP;FMC;01/12/2019;Audit;Vince Volpe Jr;Member;;Lead Independent Director;Yes;Vince Volpe Jr joined this role in 03 Oct 2007;12164;Yes;375677
FMC CORP;FMC;01/12/2019;Audit;Bob Pallash;Member;;Independent Director;Yes;Bob Pallash joined this role in 22 Apr 2008;12164;Yes;490462
FORD MOTOR CO;F;01/12/2019;Audit;Beth Mooney;Member;Senior Executive VP/CFO(3);Independent Director;Yes;Beth Mooney joined this role in 10 Jul 2019;12262;Yes;50551
FORD MOTOR CO;F;01/12/2019;Audit;Stephen Butler;Chairman / Financial Expert;;Independent Director;Yes;Stephen Butler joined this role in 12 May 2005;12262;Yes;64107
FORD MOTOR CO;F;01/12/2019;Audit;Kim Casiano;Member;;Independent Director;Yes;Kim Casiano joined this role in 11 May 2006;12262;Yes;183643
FORD MOTOR CO;F;01/12/2019;Audit;John Veihmeyer;Financial Expert;;Independent Director;Yes;John Veihmeyer joined this role in 01 Dec 2017;12262;Yes;1267392
FORD MOTOR CO;F;01/12/2019;Audit;Lynn Radakovich;Member;;Independent Director;Yes;Lynn Radakovich joined this role in 01 Apr 2017;12262;Yes;1382628
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);FOSL;01/12/2019;Audit;Bill Chiasson;Financial Expert;CFO(1);Lead Independent Director;Yes;Bill Chiasson joined this role in 22 May 2019;12370;Yes;323792
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);FOSL;01/12/2019;Audit;Jim Skinner;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Jim Skinner departed in 22 May 2019;12370;Yes;326536
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);FOSL;01/12/2019;Audit;Mark Belgya;Chairman / Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Mark Belgya joined this role in 22 May 2019;12370;Yes;499375
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);FOSL;01/12/2019;Audit;Mark Belgya;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Mark Belgya joined this role in 22 May 2019;12370;Yes;499375
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);FOSL;01/12/2019;Audit;Kim Harris Jones;Financial Expert;;Independent Director;Yes;Kim Harris Jones joined this role in 15 Oct 2019;12370;Yes;1049040
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;Audit;Jack Skolds;Member;;Independent Director;Yes;Jack Skolds joined this role in 23 May 2013;12407;Yes;36376
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;Audit;Bill Swanson;Chairman / Financial Expert;;Independent Director;Yes;Bill Swanson joined this role in 22 May 2014;12407;Yes;44761
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;Audit;Toni Jennings;Member;;Independent Director;Yes;Toni Jennings joined this role in 21 May 2015;12407;Yes;82647
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;Audit;Naren Gursahaney;Financial Expert;;Independent Director;Yes;Naren Gursahaney joined this role in 24 Jul 2014;12407;Yes;200619
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;Audit;Kenneth Dunn;Member;;Independent Director;Yes;Kenneth Dunn joined this role in 24 May 2018;12407;Yes;344437
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);NEE;01/12/2019;Audit;Darryl Wilson;Member;;Independent Director;Yes;Darryl Wilson joined this role in 11 Oct 2018;12407;Yes;1276421
FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014);FCX;01/12/2019;Audit;Jerry Ford;Chairman / Financial Expert;;Independent Chairman;Yes;Jerry Ford joined this role in 30 May 2018;12493;Yes;67877
FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014);FCX;01/12/2019;Audit;Dustan McCoy;Member;;Independent Director;Yes;Dustan McCoy joined this role in 05 Jun 2018;12493;Yes;140952
FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014);FCX;01/12/2019;Audit;Lydia Kennard;Member;;Independent Director;Yes;Lydia Kennard joined this role in 05 Jun 2018;12493;Yes;201359
FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014);FCX;01/12/2019;Audit;John Stephens;Member;Senior Executive VP/CFO(1);Independent Director;Yes;John Stephens joined this role in 18 Oct 2019;12493;Yes;600378
FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014);FCX;01/12/2019;Audit;Courtney Mather;Financial Expert;;Independent Director;Yes;Courtney Mather departed in 12 Mar 2019;12493;Yes;1393347
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;Jim Crown;Member;;Lead Independent Director;Yes;Jim Crown joined this role in 07 May 2003;12984;Yes;33906
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;Bill Osborn;Financial Expert;;Independent Director;Yes;Bill Osborn joined this role in 02 Dec 2009;12984;Yes;36014
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;Catherine Reynolds;Financial Expert;;Independent Director;Yes;Catherine Reynolds joined this role in 03 May 2017;12984;Yes;141237
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;General Les Lyles;Member;;Independent Director;Yes;General Les Lyles joined this role in Feb 2004;12984;Yes;183664
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;Ward Nye;Financial Expert;;Independent Director;Yes;Ward Nye joined this role in 01 May 2019;12984;Yes;841525
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;Mark Malcolm;Chairman / Financial Expert;;Independent Director;Yes;Mark Malcolm joined this role in 03 May 2017;12984;Yes;1112568
GENERAL DYNAMICS CORP;GD;01/12/2019;Audit;The Hon. Jim Mattis;Member;;Independent Director;Yes;The Hon. Jim Mattis joined this role in 07 Aug 2019;12984;Yes;1324585
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2019;Audit;Jim Mulva;Financial Expert;CFO(1);Independent Director;Yes;Jim Mulva departed in 08 May 2019;12986;Yes;34329
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2019;Audit;Paula Reynolds;Financial Expert;;Independent Director;Yes;Paula Reynolds joined this role in Feb 2019;12986;Yes;46326
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);;01/12/2019;Audit;Cathie Lesjak;Financial Expert;CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GNE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GE;01/12/2019;Audit;Cathie Lesjak;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
GENERAL ELECTRIC CO (GE Aerospace);GEC;01/12/2019;Audit;Cathie Lesjak;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Cathie Lesjak joined this role in 08 May 2019;12986;Yes;203417
