BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
FLUOR CORP;01/12/2019;Audit;Deborah McWhinney;Member;;Independent Director;Yes;Deborah McWhinney joined this role in 03 May 2018;12159;Yes;486477;FLR
FLUOR CORP;01/12/2019;Governance;Deborah McWhinney;Member;;Independent Director;Yes;Deborah McWhinney joined this role in 04 May 2017;12159;Yes;486477;FLR
FLUOR CORP;01/12/2019;Executive;Carlos Hernandez;Member;;CEO;Yes;Carlos Hernandez joined this role in 02 May 2019;12159;No;491125;FLR
FLUOR CORP;01/12/2019;Executive;David Constable;Member;;Independent Director;Yes;David Constable joined this role in 20 Sep 2019;12159;Yes;532409;FLR
FLUOR CORP;01/12/2019;Governance;David Constable;Member;;Independent Director;Yes;David Constable joined this role in 20 Sep 2019;12159;Yes;532409;FLR
FLUOR CORP;01/12/2019;Commercial Strategies & Operational Risk;David Constable;Chairman;;Independent Director;Yes;David Constable joined this role in 20 Sep 2019;12159;Yes;532409;FLR
FLUOR CORP;01/12/2019;Executive;David Seaton;Chairman;;Chairman/CEO;Yes;David Seaton departed in 01 May 2019;12159;No;532411;FLR
FLUOR CORP;01/12/2019;Audit;Admiral Sam Locklear III;Member;;Independent Director;Yes;Admiral Sam Locklear III departed in 11 Aug 2019;12159;Yes;1853385;FLR
FLUOR CORP;01/12/2019;Governance;Admiral Sam Locklear III;Member;;Independent Director;Yes;Admiral Sam Locklear III departed in 11 Aug 2019;12159;Yes;1853385;FLR
FMC CORP;01/12/2019;Sustainability;Bill Powell;Member;;Independent Director;Yes;Bill Powell joined this role in 22 Jul 2011;12164;Yes;12242;FMC
FMC CORP;01/12/2019;Compensation and Organization;Bill Powell;Member;;Independent Director;Yes;Bill Powell joined this role in 22 Jul 2011;12164;Yes;12242;FMC
FMC CORP;01/12/2019;Executive;Doctor Pierre Brondeau;Chair;;Chairman/CEO;Yes;Doctor Pierre Brondeau joined this role in 27 Apr 2010;12164;No;51661;FMC
FMC CORP;01/12/2019;Audit;G D'Aloia;Financial Expert;;Independent Director;Yes;G D'Aloia joined this role in 29 Apr 2014;12164;Yes;55811;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;G D'Aloia;Member;;Independent Director;Yes;G D'Aloia joined this role in 22 Apr 2008;12164;Yes;55811;FMC
FMC CORP;01/12/2019;Executive;C Greer;Member;;Independent Director;Yes;C Greer joined this role in 29 Apr 2014;12164;Yes;182514;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;C Greer;Member;Chairman/President/CEO(1);Independent Director;Yes;C Greer joined this role in 29 Apr 2014;12164;Yes;182514;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;C Greer;Member;President/CEO(1);Independent Director;Yes;C Greer joined this role in 29 Apr 2014;12164;Yes;182514;FMC
FMC CORP;01/12/2019;Compensation and Organization;C Greer;Chairman;;Independent Director;Yes;C Greer joined this role in 29 Apr 2014;12164;Yes;182514;FMC
FMC CORP;01/12/2019;Sustainability;Margareth Øvrum;Member;;Independent Director;Yes;Margareth Øvrum joined this role in 01 Jul 2016;12164;Yes;274611;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;Margareth Øvrum;Member;Chairwoman(1);Independent Director;Yes;Margareth Øvrum joined this role in 25 Apr 2017;12164;Yes;274611;FMC
FMC CORP;01/12/2019;Audit;Eddie Cordeiro;Chair/Financial Expert;CFO(1);Independent Director;Yes;Eddie Cordeiro joined this role in 29 Apr 2014;12164;Yes;328860;FMC
FMC CORP;01/12/2019;Audit;Eddie Cordeiro;Chair/Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Eddie Cordeiro joined this role in 29 Apr 2014;12164;Yes;328860;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;Eddie Cordeiro;Member;;Independent Director;Yes;Eddie Cordeiro joined this role in 22 Jul 2011;12164;Yes;328860;FMC
FMC CORP;01/12/2019;Audit;Vince Volpe Jr;Member;;Lead Independent Director;Yes;Vince Volpe Jr joined this role in 03 Oct 2007;12164;Yes;375677;FMC
FMC CORP;01/12/2019;Executive;Vince Volpe Jr;Member;;Lead Independent Director;Yes;Vince Volpe Jr joined this role in 24 Apr 2018;12164;Yes;375677;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;Paul Norris;Chair;Chairman(2);Independent Director;Yes;Paul Norris joined this role in 24 Apr 2018;12164;Yes;377669;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;Paul Norris;Chair;Chairman/CEO(1);Independent Director;Yes;Paul Norris joined this role in 24 Apr 2018;12164;Yes;377669;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;Paul Norris;Chair;Chairman/President/CEO(1);Independent Director;Yes;Paul Norris joined this role in 24 Apr 2018;12164;Yes;377669;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;Paul Norris;Chair;President/CEO(1);Independent Director;Yes;Paul Norris joined this role in 24 Apr 2018;12164;Yes;377669;FMC
FMC CORP;01/12/2019;Compensation and Organization;Paul Norris;Member;;Independent Director;Yes;Paul Norris joined this role in 01 Jan 2006;12164;Yes;377669;FMC
FMC CORP;01/12/2019;Audit;Bob Pallash;Member;;Independent Director;Yes;Bob Pallash joined this role in 22 Apr 2008;12164;Yes;490462;FMC
FMC CORP;01/12/2019;Sustainability;Bob Pallash;Member;;Independent Director;Yes;Bob Pallash joined this role in 26 Apr 2011;12164;Yes;490462;FMC
FMC CORP;01/12/2019;Sustainability;The Hon. Dirk Kempthorne;Chair;;Independent Director;Yes;The Hon. Dirk Kempthorne joined this role in 26 Apr 2011;12164;Yes;497206;FMC
FMC CORP;01/12/2019;Nominating and Corporate Governance;The Hon. Dirk Kempthorne;Member;President/CEO(1);Independent Director;Yes;The Hon. Dirk Kempthorne departed in 30 Apr 2019;12164;Yes;497206;FMC
FMC CORP;01/12/2019;Compensation and Organization;The Hon. Dirk Kempthorne;Member;;Independent Director;Yes;The Hon. Dirk Kempthorne joined this role in 30 Apr 2019;12164;Yes;497206;FMC
FMC CORP;01/12/2019;Sustainability;K'Lynne Johnson;Member;;Independent Director;Yes;K'Lynne Johnson joined this role in 29 Apr 2014;12164;Yes;1131609;FMC
FMC CORP;01/12/2019;Compensation and Organization;K'Lynne Johnson;Member;;Independent Director;Yes;K'Lynne Johnson joined this role in 18 Oct 2013;12164;Yes;1131609;FMC
FORD MOTOR CO;01/12/2019;Finance;Professor John Thornton;Member;;Independent Director;Yes;Professor John Thornton joined this role in 09 May 2002;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Compensation;Professor John Thornton;Member;;Independent Director;Yes;Professor John Thornton joined this role in 11 May 2006;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Professor John Thornton;Member;Chairman (Executive)(1);Independent Director;Yes;Professor John Thornton joined this role in 11 May 2000;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Professor John Thornton;Member;Chairman (Non-Executive)(2);Independent Director;Yes;Professor John Thornton joined this role in 11 May 2000;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Professor John Thornton;Member;Chairman(2);Independent Director;Yes;Professor John Thornton joined this role in 11 May 2000;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Professor John Thornton;Member;Co-CEO(1);Independent Director;Yes;Professor John Thornton joined this role in 11 May 2000;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Professor John Thornton;Member;Co-Chairman(1);Independent Director;Yes;Professor John Thornton joined this role in 11 May 2000;12262;Yes;8181;F
FORD MOTOR CO;01/12/2019;Finance;Edsel Ford II;Member;;Director - SD;Yes;Edsel Ford II joined this role in Jan 1999;12262;Yes;23364;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Edsel Ford II;Member;;Director - SD;Yes;Edsel Ford II joined this role in 2014;12262;Yes;23364;F
FORD MOTOR CO;01/12/2019;Finance;Bill Ford Jr;Chair;;Chairman (Executive);Yes;Bill Ford Jr joined this role in 11 May 2006;12262;No;23366;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Bill Ford Jr;Member;;Chairman (Executive);Yes;Bill Ford Jr joined this role in 2014;12262;No;23366;F
FORD MOTOR CO;01/12/2019;Compensation;Ellen Marram;Member;;Lead Independent Director;Yes;Ellen Marram departed in 09 May 2019;12262;Yes;23368;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Ellen Marram;Member;Chairman(3);Lead Independent Director;Yes;Ellen Marram departed in 09 May 2019;12262;Yes;23368;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Ellen Marram;Member;President/CEO(3);Lead Independent Director;Yes;Ellen Marram departed in 09 May 2019;12262;Yes;23368;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Ellen Marram;Member;Vice Chairman(1);Lead Independent Director;Yes;Ellen Marram departed in 09 May 2019;12262;Yes;23368;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Ellen Marram;Member;;Lead Independent Director;Yes;Ellen Marram departed in 09 May 2019;12262;Yes;23368;F
FORD MOTOR CO;01/12/2019;Compensation;Doctor John Lechleiter;Member;;Independent Director;Yes;Doctor John Lechleiter joined this role in 01 Oct 2013;12262;Yes;33316;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Doctor John Lechleiter;Member;Chairman(1);Independent Director;Yes;Doctor John Lechleiter joined this role in 01 Oct 2013;12262;Yes;33316;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Doctor John Lechleiter;Member;Chairman/President/CEO(1);Independent Director;Yes;Doctor John Lechleiter joined this role in 01 Oct 2013;12262;Yes;33316;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Doctor John Lechleiter;Member;President/CEO(1);Independent Director;Yes;Doctor John Lechleiter joined this role in 01 Oct 2013;12262;Yes;33316;F
FORD MOTOR CO;01/12/2019;Finance;Bill Kennard;Member;;Independent Director;Yes;Bill Kennard joined this role in 14 May 2015;12262;Yes;35787;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Bill Kennard;Chair;Chairman (Non-Executive)(1);Independent Director;Yes;Bill Kennard joined this role in 11 May 2017;12262;Yes;35787;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Bill Kennard;Chair;Chairman(1);Independent Director;Yes;Bill Kennard joined this role in 11 May 2017;12262;Yes;35787;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Bill Kennard;Member;;Independent Director;Yes;Bill Kennard joined this role in 14 May 2015;12262;Yes;35787;F
FORD MOTOR CO;01/12/2019;Compensation;Tony Earley Jr;Chairman;;Lead Independent Director;Yes;Tony Earley Jr joined this role in 08 May 2014;12262;Yes;36669;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Tony Earley Jr;Member;Chairman (Executive)(2);Lead Independent Director;Yes;Tony Earley Jr joined this role in 14 May 2009;12262;Yes;36669;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Tony Earley Jr;Member;Chairman/CEO(2);Lead Independent Director;Yes;Tony Earley Jr joined this role in 14 May 2009;12262;Yes;36669;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Tony Earley Jr;Member;Chairman/President/CEO(1);Lead Independent Director;Yes;Tony Earley Jr joined this role in 14 May 2009;12262;Yes;36669;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Tony Earley Jr;Member;;Lead Independent Director;Yes;Tony Earley Jr joined this role in 2014;12262;Yes;36669;F
FORD MOTOR CO;01/12/2019;Audit;Beth Mooney;Member;Senior Executive VP/CFO(3);Independent Director;Yes;Beth Mooney joined this role in 10 Jul 2019;12262;Yes;50551;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Beth Mooney;Member;Chairman/CEO(1);Independent Director;Yes;Beth Mooney joined this role in 10 Jul 2019;12262;Yes;50551;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Beth Mooney;Member;Chairman/President/CEO(1);Independent Director;Yes;Beth Mooney joined this role in 10 Jul 2019;12262;Yes;50551;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Beth Mooney;Member;Chairwoman(1);Independent Director;Yes;Beth Mooney joined this role in 10 Jul 2019;12262;Yes;50551;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Beth Mooney;Member;Vice Chairman(2);Independent Director;Yes;Beth Mooney joined this role in 10 Jul 2019;12262;Yes;50551;F
FORD MOTOR CO;01/12/2019;Audit;Stephen Butler;Chairman / Financial Expert;;Independent Director;Yes;Stephen Butler joined this role in 12 May 2005;12262;Yes;64107;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Stephen Butler;Member;Chairman(1);Independent Director;Yes;Stephen Butler joined this role in 16 Feb 2004;12262;Yes;64107;F
FORD MOTOR CO;01/12/2019;Governance and Nominating;Stephen Butler;Member;Chairman/CEO(1);Independent Director;Yes;Stephen Butler joined this role in 16 Feb 2004;12262;Yes;64107;F
FORD MOTOR CO;01/12/2019;Audit;Kim Casiano;Member;;Independent Director;Yes;Kim Casiano joined this role in 11 May 2006;12262;Yes;183643;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Kim Casiano;Member;;Independent Director;Yes;Kim Casiano joined this role in 15 Dec 2003;12262;Yes;183643;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Kim Casiano;Member;;Independent Director;Yes;Kim Casiano joined this role in 2014;12262;Yes;183643;F
FORD MOTOR CO;01/12/2019;Finance;Bill Helman IV;Member;;Independent Director;Yes;Bill Helman IV joined this role in 07 Sep 2011;12262;Yes;440379;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Bill Helman IV;Member;;Independent Director;Yes;Bill Helman IV joined this role in 07 Sep 2011;12262;Yes;440379;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Bill Helman IV;Chair;;Independent Director;Yes;Bill Helman IV joined this role in 31 Dec 2014;12262;Yes;440379;F
FORD MOTOR CO;01/12/2019;Finance;John Weinberg;Member;;Independent Director;Yes;John Weinberg joined this role in 01 Oct 2016;12262;Yes;504119;F
FORD MOTOR CO;01/12/2019;Compensation;John Weinberg;Member;;Independent Director;Yes;John Weinberg joined this role in 09 May 2019;12262;Yes;504119;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;John Weinberg;Member;Chairman (Executive)(1);Independent Director;Yes;John Weinberg joined this role in 01 Oct 2016;12262;Yes;504119;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;John Weinberg;Member;Vice Chairman(1);Independent Director;Yes;John Weinberg joined this role in 01 Oct 2016;12262;Yes;504119;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;John Weinberg;Member;;Independent Director;Yes;John Weinberg joined this role in 01 Oct 2016;12262;Yes;504119;F
FORD MOTOR CO;01/12/2019;Audit;John Veihmeyer;Financial Expert;;Independent Director;Yes;John Veihmeyer joined this role in 01 Dec 2017;12262;Yes;1267392;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;John Veihmeyer;Member;Chairman(1);Independent Director;Yes;John Veihmeyer joined this role in 01 Dec 2017;12262;Yes;1267392;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;John Veihmeyer;Member;Chairman/CEO(1);Independent Director;Yes;John Veihmeyer joined this role in 01 Dec 2017;12262;Yes;1267392;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;John Veihmeyer;Member;Deputy Chairman(1);Independent Director;Yes;John Veihmeyer joined this role in 01 Dec 2017;12262;Yes;1267392;F
FORD MOTOR CO;01/12/2019;Audit;Lynn Radakovich;Member;;Independent Director;Yes;Lynn Radakovich joined this role in 01 Apr 2017;12262;Yes;1382628;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Lynn Radakovich;Member;CEO(1);Independent Director;Yes;Lynn Radakovich joined this role in 01 Apr 2017;12262;Yes;1382628;F
FORD MOTOR CO;01/12/2019;Nominating and Corporate Governance;Lynn Radakovich;Member;Chairman(1);Independent Director;Yes;Lynn Radakovich joined this role in 01 Apr 2017;12262;Yes;1382628;F
FORD MOTOR CO;01/12/2019;Innovation & Sustainability;Lynn Radakovich;Member;;Independent Director;Yes;Lynn Radakovich joined this role in 01 Apr 2017;12262;Yes;1382628;F
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Compensation;Diane Neal;Member;;Independent Director;Yes;Diane Neal joined this role in 20 Feb 2012;12370;Yes;34911;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;Diane Neal;Chairman;CEO(1);Independent Director;Yes;Diane Neal joined this role in 20 May 2015;12370;Yes;34911;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;Diane Neal;Chairman;President/CEO(1);Independent Director;Yes;Diane Neal joined this role in 20 May 2015;12370;Yes;34911;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Finance;James Zimmerman;Member;;Independent Director;Yes;James Zimmerman departed in 01 Feb 2019;12370;Yes;35448;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;James Zimmerman;Member;Chairman(1);Independent Director;Yes;James Zimmerman joined this role in 05 Sep 2007;12370;Yes;35448;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;James Zimmerman;Member;Chairman/CEO(1);Independent Director;Yes;James Zimmerman joined this role in 05 Sep 2007;12370;Yes;35448;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;James Zimmerman;Member;Vice Chairman(2);Independent Director;Yes;James Zimmerman joined this role in 05 Sep 2007;12370;Yes;35448;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Compensation;Kevin Mansell;Chairman;;Independent Director;Yes;Kevin Mansell joined this role in 22 May 2019;12370;Yes;35698;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Audit;Bill Chiasson;Financial Expert;CFO(1);Lead Independent Director;Yes;Bill Chiasson joined this role in 22 May 2019;12370;Yes;323792;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Finance;Bill Chiasson;Member;;Lead Independent Director;Yes;Bill Chiasson departed in 01 Feb 2019;12370;Yes;323792;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Audit;Jim Skinner;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Jim Skinner departed in 22 May 2019;12370;Yes;326536;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Finance;Jim Skinner;Chairman;;Independent Director;Yes;Jim Skinner departed in 01 Feb 2019;12370;Yes;326536;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Compensation;Jim Skinner;Member;;Independent Director;Yes;Jim Skinner joined this role in 22 May 2019;12370;Yes;326536;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Audit;Mark Belgya;Chairman / Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Mark Belgya joined this role in 22 May 2019;12370;Yes;499375;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Audit;Mark Belgya;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Mark Belgya joined this role in 22 May 2019;12370;Yes;499375;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Finance;Mark Belgya;Member;;Independent Director;Yes;Mark Belgya departed in 01 Feb 2019;12370;Yes;499375;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Compensation;Tom Nealon;Member;;Independent Director;Yes;Tom Nealon departed in 22 May 2019;12370;Yes;500366;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Audit;Kim Harris Jones;Financial Expert;;Independent Director;Yes;Kim Harris Jones joined this role in 15 Oct 2019;12370;Yes;1049040;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;Mauria Finley;Member;CEO(2);Independent Director;Yes;Mauria Finley departed in 22 May 2019;12370;Yes;1601962;FOSL
FOSSIL GROUP INC (Fossil Inc prior to 05/2013);01/12/2019;Nominating and Corporate Governance;Gail Tifford;Member;;Independent Director;Yes;Gail Tifford joined this role in 26 Jul 2017;12370;Yes;1917779;FOSL
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Audit;Jack Skolds;Member;;Independent Director;Yes;Jack Skolds joined this role in 23 May 2013;12407;Yes;36376;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Nuclear;Jack Skolds;Chairman;;Independent Director;Yes;Jack Skolds joined this role in 2012;12407;Yes;36376;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Compensation;Sherry Barrat;Member;;Independent Director;Yes;Sherry Barrat joined this role in 24 May 2018;12407;Yes;38581;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Finance and Investment;Sherry Barrat;Member;;Independent Director;Yes;Sherry Barrat joined this role in 24 May 2018;12407;Yes;38581;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Compensation;James Camaren;Member;;Independent Director;Yes;James Camaren joined this role in 24 May 2018;12407;Yes;38986;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;James Camaren;Member;Chairman/CEO(2);Independent Director;Yes;James Camaren joined this role in 20 May 2011;12407;Yes;38986;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Executive;Jim Robo;Chairman;;Chairman/President/CEO;Yes;Jim Robo joined this role in 13 Dec 2013;12407;No;39031;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Audit;Bill Swanson;Chairman / Financial Expert;;Independent Director;Yes;Bill Swanson joined this role in 22 May 2014;12407;Yes;44761;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Executive;Bill Swanson;Member;;Independent Director;Yes;Bill Swanson joined this role in 22 May 2014;12407;Yes;44761;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Finance and Investment;Bill Swanson;Member;;Independent Director;Yes;Bill Swanson joined this role in 21 May 2015;12407;Yes;44761;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Compensation;Hansel Tookes II;Member;;Independent Director;Yes;Hansel Tookes II joined this role in 25 May 2012;12407;Yes;44776;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Finance and Investment;Hansel Tookes II;Member;;Independent Director;Yes;Hansel Tookes II joined this role in 24 May 2018;12407;Yes;44776;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Executive;Kirk Hachigian;Member;;Independent Director;Yes;Kirk Hachigian joined this role in 19 May 2016;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Compensation;Kirk Hachigian;Chairman;;Independent Director;Yes;Kirk Hachigian joined this role in 19 May 2016;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;Chairman (Executive)(1);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;Chairman (Non-Executive)(1);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;Chairman(2);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;Chairman/CEO(1);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;Chairman/President/CEO(1);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;Division Chairman/CEO(1);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Kirk Hachigian;Member;President/CEO(2);Independent Director;Yes;Kirk Hachigian joined this role in 24 May 2018;12407;Yes;64087;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Audit;Toni Jennings;Member;;Independent Director;Yes;Toni Jennings joined this role in 21 May 2015;12407;Yes;82647;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Toni Jennings;Member;Chairman(2);Independent Director;Yes;Toni Jennings joined this role in 22 May 2014;12407;Yes;82647;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Toni Jennings;Member;Chairwoman(1);Independent Director;Yes;Toni Jennings joined this role in 22 May 2014;12407;Yes;82647;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Toni Jennings;Member;Co-Chairman(1);Independent Director;Yes;Toni Jennings joined this role in 22 May 2014;12407;Yes;82647;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Executive;Amy Lane;Member;;Independent Director;Yes;Amy Lane joined this role in 24 May 2018;12407;Yes;141222;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Compensation;Amy Lane;Member;;Independent Director;Yes;Amy Lane joined this role in 21 May 2015;12407;Yes;141222;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Finance and Investment;Amy Lane;Chairman;;Independent Director;Yes;Amy Lane joined this role in 24 May 2018;12407;Yes;141222;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Audit;Naren Gursahaney;Financial Expert;;Independent Director;Yes;Naren Gursahaney joined this role in 24 Jul 2014;12407;Yes;200619;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Naren Gursahaney;Member;CEO(1);Independent Director;Yes;Naren Gursahaney joined this role in 21 May 2015;12407;Yes;200619;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Naren Gursahaney;Member;Chairman (Non-Executive)(1);Independent Director;Yes;Naren Gursahaney joined this role in 21 May 2015;12407;Yes;200619;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Naren Gursahaney;Member;Independent Chairman(1);Independent Director;Yes;Naren Gursahaney joined this role in 21 May 2015;12407;Yes;200619;NEE
NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010);01/12/2019;Governance and Nominating;Naren Gursahaney;Member;President/CEO(1);Independent Director;Yes;Naren Gursahaney joined this role in 21 May 2015;12407;Yes;200619;NEE
